0,0.51042,0.36993,0.33067,0.34293,0.42598,0.46349,0.45764,0.33383,0.30802,0.34597,0.37268,0.36212,0.41179,0.46841,0.23424,0.23771,0.35737,0.30823,0.26952,0.30642,0.37939,0.46254,0.29736,0.43195,0.37186,0.35239,0.29416,0.29829,0.29167,0.39515,0.41979,0.25424,0.38851,0.43774,0.26426,0.38158,0.28531,0.36322,0.35963,0.39922,0.37657,0.43279,0.35258,0.30992,0.40253,0.35698,0.34118,0.34746,0.36003,0.37822,0.28189,0.33213,0.35298,0.352,0.32499,0.38186,0.36203,0.31973,0.36689,0.3152,0.30138,0.34535,0.32513,0.33356,0.4831,0.3058,0.34033,0.35109,0.36406,0.40524,0.31968,0.28731,0.48185,0.32835,0.26444,0.37924,0.44459,0.47483,0.2871,0.48848,0.46304,0.30008,0.34006,0.49452,0.38501,0.50306,0.33431,0.32578,0.26343,0.36324,0.27069,0.33719,0.46546,0.34722,0.4214,0.54164,0.29805,0.44014,0.3441,0.50837,0.47255
0.51042,0,0.30784,0.34169,0.36725,0.3156,0.24984,0.28859,0.32686,0.34557,0.33524,0.36539,0.38952,0.36301,0.39472,0.33233,0.32541,0.41681,0.38045,0.39652,0.31577,0.44304,0.3205,0.3034,0.3471,0.31479,0.34392,0.35799,0.34107,0.46157,0.29071,0.41529,0.30515,0.36976,0.30876,0.32419,0.26957,0.32107,0.40317,0.39751,0.44944,0.38418,0.42322,0.50405,0.27366,0.26053,0.39296,0.43819,0.53988,0.44833,0.38368,0.4197,0.41638,0.37794,0.38761,0.34673,0.40267,0.47215,0.46463,0.48561,0.40238,0.28753,0.33657,0.29236,0.31809,0.27349,0.4508,0.39895,0.41139,0.26603,0.29966,0.28565,0.38337,0.26097,0.28636,0.31527,0.30509,0.28332,0.27256,0.40447,0.28028,0.26031,0.38632,0.30227,0.31028,0.26193,0.29906,0.259,0.36236,0.40497,0.28241,0.31147,0.31909,0.2654,0.32843,0.30305,0.26171,0.30769,0.23008,0.29307,0.25952,0.25064
0.36993,0.30784,0,0.32857,0.18385,0.37638,0.36381,0.37002,0.25947,0.21103,0.22209,0.36597,0.36075,0.30354,0.40819,0.20761,0.30361,0.23728,0.3288,0.3461,0.27249,0.38855,0.35983,0.29069,0.25137,0.38318,0.17295,0.29739,0.21921,0.35672,0.29752,0.32355,0.21657,0.21338,0.34721,0.20934,0.31759,0.27434,0.24864,0.22304,0.30185,0.37986,0.42751,0.46839,0.3088,0.36281,0.34427,0.4033,0.4391,0.36146,0.3818,0.31719,0.36049,0.34542,0.33035,0.40054,0.3936,0.38215,0.34117,0.40435,0.31696,0.33203,0.36229,0.32928,0.33445,0.40524,0.34635,0.3628,0.37463,0.31001,0.40379,0.26624,0.35585,0.39133,0.35315,0.29679,0.34175,0.3658,0.37904,0.32806,0.41746,0.37071,0.36478,0.31817,0.41085,0.30278,0.42789,0.32689,0.34532,0.30348,0.39199,0.27753,0.34044,0.34019,0.32879,0.39798,0.40653,0.31612,0.32242,0.32403,0.39821,0.36543
0.33067,0.34169,0.32857,0,0.40586,0.27834,0.43225,0.31791,0.2029,0.42119,0.41148,0.20018,0.17628,0.39658,0.33126,0.41338,0.37062,0.43652,0.20179,0.20542,0.25903,0.22694,0.27953,0.19251,0.42567,0.43838,0.40239,0.40104,0.40407,0.31554,0.22218,0.43677,0.22654,0.45072,0.31343,0.19806,0.34668,0.22432,0.41685,0.42619,0.44453,0.27808,0.26551,0.38119,0.3575,0.38396,0.27335,0.22138,0.31089,0.21489,0.26492,0.2451,0.22932,0.22275,0.48094,0.37793,0.2712,0.21768,0.23049,0.27329,0.20399,0.34433,0.23177,0.36978,0.28556,0.47447,0.24678,0.20675,0.25302,0.36076,0.35144,0.25186,0.2558,0.4702,0.25151,0.24688,0.34607,0.43457,0.46653,0.25015,0.50603,0.44532,0.23628,0.26761,0.41567,0.38411,0.49352,0.36406,0.23177,0.21725,0.39121,0.26485,0.2296,0.41945,0.26175,0.42647,0.50359,0.23293,0.40528,0.3027,0.49659,0.46521
0.34293,0.36725,0.18385,0.40586,0,0.39128,0.4706,0.3511,0.33556,0.19718,0.2349,0.36248,0.38469,0.27128,0.4252,0.27206,0.30535,0.18302,0.37958,0.40867,0.37328,0.39611,0.37893,0.31897,0.30317,0.4195,0.21568,0.32241,0.22794,0.4334,0.34695,0.31991,0.36014,0.24334,0.38383,0.34912,0.41328,0.36923,0.20299,0.1746,0.26586,0.42052,0.42399,0.44945,0.44219,0.47102,0.42695,0.41518,0.47913,0.41252,0.46574,0.42428,0.37229,0.38973,0.30083,0.46178,0.44412,0.36709,0.37344,0.3423,0.33637,0.40742,0.39159,0.40819,0.42773,0.50819,0.41438,0.35448,0.39574,0.40455,0.49846,0.39732,0.42245,0.47098,0.41519,0.40464,0.45155,0.42491,0.45576,0.39753,0.47387,0.44623,0.4129,0.43896,0.45351,0.42164,0.50308,0.44241,0.40239,0.41706,0.43754,0.4273,0.40415,0.43952,0.44077,0.49378,0.48622,0.38471,0.42655,0.43621,0.4823,0.46937
0.42598,0.3156,0.37638,0.27834,0.39128,0,0.39103,0.30034,0.27963,0.41968,0.3897,0.22104,0.26393,0.44471,0.3418,0.43782,0.42772,0.4552,0.31869,0.30562,0.32782,0.35945,0.20747,0.28038,0.44516,0.45951,0.40202,0.43842,0.44334,0.42496,0.21111,0.46684,0.34311,0.45729,0.31837,0.33829,0.41299,0.31176,0.47042,0.46435,0.50624,0.30024,0.28268,0.44713,0.37345,0.37037,0.32994,0.30703,0.41323,0.3283,0.31177,0.36375,0.30502,0.32074,0.4084,0.36502,0.23421,0.30987,0.37473,0.35722,0.30419,0.374,0.34431,0.38425,0.32538,0.42102,0.40542,0.2688,0.30564,0.38597,0.29911,0.28546,0.33523,0.40199,0.29832,0.35109,0.34467,0.36181,0.40174,0.33422,0.43195,0.38719,0.29996,0.268,0.33264,0.38543,0.43748,0.36257,0.31275,0.34245,0.40821,0.36422,0.26824,0.37131,0.29977,0.3849,0.46099,0.29775,0.39107,0.31633,0.4344,0.40148
0.46349,0.24984,0.36381,0.43225,0.4706,0.39103,0,0.32937,0.30254,0.4298,0.37459,0.3384,0.35608,0.37006,0.39687,0.3916,0.37367,0.49023,0.37158,0.36109,0.33587,0.44171,0.30204,0.34613,0.3731,0.36582,0.37603,0.4108,0.37632,0.43664,0.26325,0.46742,0.35789,0.41356,0.29499,0.34449,0.31759,0.36116,0.46157,0.4768,0.48561,0.36626,0.42195,0.51618,0.29215,0.21909,0.41662,0.4089,0.48207,0.44945,0.37451,0.43034,0.44103,0.41426,0.42829,0.34389,0.31935,0.45045,0.47623,0.47665,0.3779,0.29736,0.39893,0.28269,0.35491,0.2358,0.41853,0.35174,0.41146,0.26714,0.26672,0.30996,0.35697,0.28554,0.33476,0.34011,0.27397,0.27881,0.27264,0.40526,0.27277,0.24836,0.34852,0.28478,0.30934,0.22105,0.25705,0.25193,0.35513,0.38831,0.29016,0.33465,0.33552,0.22877,0.29282,0.22929,0.28521,0.32583,0.23268,0.29726,0.24402,0.21476
0.45764,0.28859,0.37002,0.31791,0.3511,0.30034,0.32937,0,0.23867,0.32219,0.30793,0.22618,0.25448,0.41958,0.31148,0.37424,0.38987,0.37553,0.25275,0.29614,0.26865,0.28637,0.20898,0.23993,0.39889,0.41302,0.3393,0.35866,0.34786,0.3554,0.19354,0.42389,0.29187,0.36493,0.22132,0.28005,0.31635,0.25203,0.40458,0.38138,0.44321,0.28855,0.28782,0.39283,0.31522,0.34996,0.32568,0.29235,0.3597,0.30153,0.29368,0.32364,0.29411,0.27915,0.38744,0.35998,0.2628,0.32999,0.32249,0.38288,0.28725,0.34099,0.27706,0.33447,0.31544,0.43729,0.35406,0.29867,0.31355,0.3544,0.31371,0.25541,0.3413,0.42548,0.27519,0.28026,0.32398,0.35825,0.39577,0.33425,0.41154,0.39046,0.29934,0.26783,0.33483,0.37214,0.44323,0.28044,0.28619,0.30811,0.34415,0.30736,0.27706,0.38395,0.2821,0.39594,0.43229,0.29752,0.37061,0.30292,0.42187,0.41133
0.33383,0.32686,0.25947,0.2029,0.33556,0.27963,0.30254,0.23867,0,0.4189,0.39855,0.23243,0.20359,0.35619,0.32973,0.39732,0.37577,0.43234,0.20973,0.26144,0.24734,0.28905,0.27694,0.2203,0.37752,0.44757,0.34651,0.4025,0.3643,0.35363,0.21658,0.43561,0.24207,0.39756,0.29269,0.21815,0.30317,0.22802,0.40776,0.42413,0.45082,0.2672,0.29309,0.4499,0.3415,0.36188,0.3117,0.23392,0.35451,0.22698,0.28743,0.29677,0.21691,0.24467,0.43863,0.37819,0.28918,0.2356,0.26828,0.26939,0.19769,0.35004,0.2722,0.32497,0.30081,0.43746,0.27632,0.22337,0.28385,0.32531,0.36,0.26147,0.28717,0.45313,0.26646,0.22909,0.33105,0.42347,0.45271,0.24875,0.4716,0.40388,0.22176,0.27651,0.39938,0.34433,0.46289,0.33046,0.23178,0.24622,0.38662,0.27049,0.24475,0.40049,0.28018,0.39185,0.46526,0.23691,0.38502,0.30292,0.46675,0.42302
0.30802,0.34557,0.21103,0.42119,0.19718,0.41968,0.4298,0.32219,0.4189,0,0.21887,0.36764,0.36243,0.33302,0.41257,0.21746,0.26205,0.17345,0.37524,0.36157,0.35609,0.41878,0.33543,0.37256,0.32846,0.35961,0.18253,0.2477,0.19741,0.39778,0.34127,0.3299,0.32308,0.20061,0.36205,0.36099,0.39062,0.34644,0.2083,0.19197,0.25884,0.46272,0.43361,0.48032,0.38466,0.47286,0.44347,0.44485,0.49588,0.44837,0.43281,0.40912,0.40309,0.41452,0.353,0.43753,0.43122,0.40638,0.3816,0.3897,0.35332,0.36817,0.39455,0.37163,0.43319,0.49228,0.41268,0.37369,0.39407,0.38315,0.47588,0.36956,0.38911,0.4418,0.40742,0.35655,0.41571,0.37986,0.43445,0.40409,0.46236,0.43551,0.41049,0.41018,0.43109,0.38153,0.47172,0.39366,0.40422,0.37804,0.39972,0.35133,0.39653,0.44074,0.41501,0.45118,0.49952,0.38646,0.41077,0.38805,0.47165,0.4536
