0,0.51976,0.24527,0.17863,0.53794,0.20823,0.24293,0.20924,0.61249,0.31056,0.39148,0.21375,0.40709,0.18201,0.42713,0.54722,0.16754,0.27397,0.59575,0.32587,0.33503,0.24811,0.26451,0.27971,0.24046,0.3182,0.50372,0.50653,0.48835,0.4783,0.18701,0.55747,0.24273,0.44574,0.47065,0.50059,0.21378,0.28525,0.32493,0.29124,0.40282,0.49978,0.53255,0.40163,0.26538,0.21854,0.39951,0.43445,0.35533,0.39784,0.3637,0.29601,0.26203,0.28565,0.49439,0.4729,0.6051,0.38264,0.3374,0.42491,0.60425,0.47683,0.38876,0.49683,0.53837,0.55614,0.34442,0.62668,0.52907,0.56514,0.61006,0.61823,0.59567,0.58445,0.50657,0.2437,0.60937,0.28304,0.31357,0.548,0.25025,0.58237,0.55779,0.63105,0.55699,0.61545,0.58792,0.61151,0.61192,0.598,0.58053,0.58244
0.51976,0,0.40263,0.43992,0.56899,0.44024,0.39817,0.44448,0.3881,0.36584,0.33275,0.42833,0.35538,0.40442,0.49185,0.36212,0.45235,0.40319,0.32521,0.39612,0.36411,0.41733,0.39138,0.38727,0.41289,0.34947,0.40694,0.47782,0.37375,0.35806,0.44068,0.52112,0.50583,0.53978,0.55094,0.39271,0.4762,0.40711,0.38114,0.37844,0.36079,0.30731,0.39587,0.35398,0.39168,0.40353,0.3616,0.46667,0.38028,0.35604,0.37895,0.3821,0.41157,0.37705,0.34921,0.33971,0.36196,0.38311,0.34137,0.36995,0.35382,0.3664,0.33045,0.4102,0.36517,0.38665,0.41855,0.42175,0.33332,0.35895,0.37513,0.40236,0.33225,0.3197,0.35934,0.41058,0.40203,0.42621,0.40842,0.34731,0.40286,0.36455,0.38337,0.36404,0.32481,0.40223,0.38836,0.39068,0.32386,0.36079,0.36201,0.35117
0.24527,0.40263,0,0.20738,0.55957,0.24347,0.23503,0.23548,0.55685,0.25656,0.36181,0.20889,0.37034,0.22119,0.40891,0.50373,0.24891,0.24463,0.53508,0.27454,0.31252,0.28106,0.22125,0.28797,0.23027,0.28008,0.45451,0.47559,0.39971,0.42515,0.20777,0.54933,0.28793,0.43773,0.45927,0.41912,0.24544,0.29264,0.32015,0.28021,0.32317,0.47113,0.48939,0.35753,0.24964,0.21564,0.35388,0.39533,0.32848,0.32493,0.31495,0.27388,0.24545,0.27615,0.43985,0.41798,0.55555,0.3393,0.32341,0.37772,0.58103,0.42698,0.34176,0.40484,0.5046,0.51606,0.34684,0.56639,0.50496,0.53169,0.54451,0.55658,0.53477,0.52152,0.50643,0.24712,0.54724,0.26651,0.27374,0.50594,0.2293,0.52003,0.54561,0.55139,0.53895,0.56428,0.5289,0.54716,0.56519,0.51482,0.54303,0.51653
0.17863,0.43992,0.20738,0,0.49125,0.19855,0.21786,0.23807,0.6578,0.269,0.40515,0.20864,0.43178,0.21514,0.41867,0.5712,0.18923,0.27548,0.6414,0.33626,0.35442,0.27748,0.29188,0.29801,0.26427,0.3296,0.55678,0.52435,0.45676,0.50463,0.19862,0.58217,0.25275,0.46403,0.49712,0.52387,0.2339,0.2959,0.34919,0.30295,0.37734,0.5082,0.48582,0.42021,0.26079,0.21734,0.38627,0.41626,0.31347,0.38493,0.35651,0.28149,0.2557,0.2834,0.48544,0.48641,0.64145,0.40879,0.35197,0.43577,0.64792,0.47892,0.38363,0.4783,0.5211,0.56418,0.33202,0.62859,0.51247,0.57084,0.66053,0.64044,0.65492,0.60013,0.49855,0.21831,0.60145,0.24366,0.31493,0.5301,0.2408,0.64631,0.55297,0.66047,0.53802,0.61592,0.63522,0.64968,0.63551,0.64948,0.6246,0.61619
0.53794,0.56899,0.55957,0.49125,0,0.49596,0.49536,0.47897,0.64539,0.50899,0.52539,0.47471,0.55276,0.47369,0.38877,0.65339,0.47926,0.53974,0.62337,0.572,0.51639,0.47459,0.50559,0.4875,0.49704,0.54677,0.63461,0.56233,0.56339,0.60856,0.47589,0.58878,0.46819,0.48214,0.45711,0.64996,0.49544,0.54219,0.53381,0.52738,0.55025,0.5411,0.58183,0.53435,0.52016,0.45746,0.48049,0.61889,0.57326,0.56918,0.54503,0.51723,0.50259,0.56079,0.53728,0.57506,0.65018,0.58318,0.53307,0.52234,0.6448,0.57204,0.56354,0.5999,0.60422,0.63268,0.57175,0.64707,0.60196,0.64608,0.64856,0.64726,0.63721,0.64777,0.59303,0.52396,0.66838,0.52567,0.55977,0.56388,0.52819,0.63468,0.64096,0.64163,0.61317,0.6796,0.62783,0.6513,0.65432,0.63594,0.58472,0.64772
0.20823,0.44024,0.24347,0.19855,0.49596,0,0.20863,0.23783,0.6751,0.30599,0.41982,0.19039,0.45897,0.20506,0.43017,0.61488,0.19533,0.30467,0.6677,0.37593,0.40739,0.24309,0.3262,0.28136,0.30137,0.3316,0.58107,0.53161,0.46688,0.54864,0.25624,0.58964,0.29169,0.47527,0.50423,0.57265,0.22455,0.29785,0.37441,0.28112,0.3704,0.52263,0.50995,0.45807,0.26152,0.24133,0.3891,0.43352,0.32285,0.41878,0.38562,0.27671,0.27707,0.2841,0.51839,0.52536,0.67245,0.44712,0.39335,0.45479,0.67284,0.51815,0.424,0.5137,0.56346,0.62421,0.34137,0.62647,0.56632,0.62451,0.67064,0.65962,0.6645,0.66164,0.55384,0.23678,0.66106,0.23862,0.36098,0.58555,0.27938,0.64177,0.6174,0.65117,0.59594,0.67922,0.63298,0.6801,0.68598,0.65282,0.64801,0.66625
0.24293,0.39817,0.23503,0.21786,0.49536,0.20863,0,0.22313,0.57945,0.27661,0.34396,0.18937,0.36946,0.19265,0.44543,0.5103,0.22262,0.265,0.55371,0.28338,0.30812,0.23203,0.2255,0.26878,0.23812,0.24808,0.47133,0.51623,0.38971,0.42443,0.20452,0.57724,0.28539,0.46107,0.51158,0.46625,0.24496,0.26544,0.30974,0.24753,0.31189,0.45196,0.45975,0.37274,0.22391,0.20098,0.32229,0.37675,0.27736,0.32662,0.31481,0.23318,0.22212,0.25862,0.44071,0.42645,0.576,0.35937,0.29035,0.36573,0.57781,0.44066,0.32105,0.42505,0.48907,0.5582,0.27494,0.58552,0.52033,0.55995,0.58697,0.5819,0.56221,0.55308,0.51226,0.19585,0.57191,0.22093,0.2766,0.53828,0.24483,0.54631,0.54678,0.57718,0.52611,0.59861,0.54917,0.56805,0.57413,0.56309,0.57602,0.55404
0.20924,0.44448,0.23548,0.23807,0.47897,0.23783,0.22313,0,0.58702,0.30323,0.41555,0.23465,0.41676,0.2217,0.41373,0.4975,0.19383,0.26863,0.56272,0.30137,0.32628,0.28267,0.25745,0.27937,0.24027,0.34346,0.48745,0.45162,0.50182,0.46868,0.22325,0.4996,0.20061,0.41155,0.435,0.48788,0.22021,0.30651,0.35268,0.29965,0.4276,0.50044,0.51844,0.41906,0.2633,0.23631,0.42568,0.43836,0.37124,0.39177,0.39587,0.30383,0.26226,0.33005,0.48965,0.48015,0.59117,0.40443,0.34566,0.43738,0.5503,0.47016,0.40081,0.4807,0.54143,0.52757,0.37811,0.61633,0.52631,0.55957,0.58316,0.59998,0.55536,0.55321,0.47746,0.2638,0.58615,0.26469,0.33735,0.53124,0.24849,0.55453,0.53624,0.5908,0.5488,0.59622,0.57203,0.58407,0.57978,0.58812,0.55949,0.5601
0.61249,0.3881,0.55685,0.6578,0.64539,0.6751,0.57945,0.58702,0,0.39737,0.36011,0.50492,0.31412,0.47834,0.45011,0.29324,0.53163,0.43472,0.20713,0.39879,0.35153,0.52358,0.41927,0.46814,0.46676,0.42222,0.31,0.44802,0.36097,0.25971,0.50388,0.48267,0.52329,0.45308,0.48912,0.28825,0.52225,0.45932,0.4457,0.47616,0.39987,0.33766,0.30229,0.40012,0.44523,0.4868,0.3962,0.44307,0.42819,0.3579,0.41982,0.44287,0.46613,0.46805,0.33544,0.34668,0.21001,0.39586,0.38419,0.37667,0.25858,0.3041,0.3239,0.34934,0.31926,0.28145,0.40066,0.32062,0.25658,0.27531,0.22808,0.29569,0.2584,0.22988,0.26954,0.48486,0.30417,0.45285,0.40696,0.27258,0.40591,0.31623,0.24347,0.35378,0.28807,0.2655,0.27528,0.28086,0.23195,0.24657,0.32288,0.26427
0.31056,0.36584,0.25656,0.269,0.50899,0.30599,0.27661,0.30323,0.39737,0,0.28981,0.21678,0.30162,0.1936,0.48756,0.43069,0.28362,0.19732,0.49433,0.24198,0.24968,0.25883,0.24699,0.28544,0.27992,0.22773,0.42308,0.51053,0.35355,0.35075,0.26527,0.5376,0.3406,0.48263,0.49211,0.37074,0.25074,0.24132,0.26726,0.23716,0.25943,0.3851,0.38082,0.33403,0.20404,0.21465,0.27723,0.37681,0.26214,0.28277,0.25752,0.21391,0.23411,0.24408,0.3543,0.36756,0.48379,0.26151,0.25155,0.31336,0.4866,0.36036,0.26076,0.37504,0.40645,0.44385,0.25539,0.51879,0.41124,0.42982,0.49986,0.50656,0.48799,0.4577,0.35245,0.22132,0.49121,0.20899,0.25656,0.43218,0.19898,0.47803,0.44899,0.51926,0.41292,0.49626,0.50258,0.49548,0.52057,0.48599,0.5046,0.46966
